run_id,experiment,model_name,started_at,ended_at,param_ccp_alpha,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,metric_cv_MAE,metric_cv_MAE_std,tag_phase,tag_stage,metric_MAE,metric_RMSE,metric_R2,metric_best_cv_MAE,param_bootstrap,param_n_estimators
f08198a8,phase4_tuning,Random Forest,2026-09-08T18:36:00.205325+00:00,2026-09-08T18:36:00.205338+00:00,,27,sqrt,3,25,0.2753735837871574,0.0309538361916328,phase4_tuning,cv_trial,,,,,False,725.0
fe5408ca,phase4_tuning,Random Forest,2026-09-08T18:36:00.238363+00:00,2026-09-08T18:36:00.238376+00:00,,17,sqrt,10,3,0.3089608867656602,0.0301497871921081,phase4_tuning,cv_trial,,,,,False,203.0
26c5f75a,phase4_tuning,Random Forest,2026-09-08T18:36:00.302395+00:00,2026-09-08T18:36:00.302410+00:00,,24,0.7,1,2,,,phase4_tuning,best_of_search,0.1704314816206871,0.311938848814761,0.9181456555429338,0.1477229404377953,False,502.0
6c1f4e55,phase4_tuning,Decision Tree,2026-09-09T15:40:09.818777+00:00,2026-09-09T15:40:09.818790+00:00,0.0074908023769472,16,log2,8,22,0.3905141896568568,0.0137871275456911,phase4_tuning,cv_trial,,,,,,
a9921b72,phase4_tuning,Decision Tree,2026-09-09T15:40:10.743126+00:00,2026-09-09T15:40:10.743144+00:00,0.0031203728088487,12,log2,4,25,0.34359056530908,0.0307925102713234,phase4_tuning,cv_trial,,,,,,
da2ca185,phase4_tuning,Decision Tree,2026-09-09T15:40:10.804027+00:00,2026-09-09T15:40:10.804041+00:00,0.013017769458977,3,0.5,6,3,0.3245397784459017,0.0294911912037085,phase4_tuning,cv_trial,,,,,,
7140e249,phase4_tuning,Decision Tree,2026-09-09T15:40:10.836740+00:00,2026-09-09T15:40:10.836755+00:00,0.003636499344142,2,0.5,12,26,0.3476753537132175,0.0330927663592437,phase4_tuning,cv_trial,,,,,,
a8a1a85d,phase4_tuning,Decision Tree,2026-09-09T15:40:10.867973+00:00,2026-09-09T15:40:10.867988+00:00,0.0058245828039608,11,0.5,16,16,0.3304992194399186,0.0255747112958926,phase4_tuning,cv_trial,,,,,,
8e163fdf,phase4_tuning,Decision Tree,2026-09-09T15:40:10.899707+00:00,2026-09-09T15:40:10.899721+00:00,0.0091213996843407,16,0.9,19,4,0.3443676263289564,0.0331603950152316,phase4_tuning,cv_trial,,,,,,
d8d1fec2,phase4_tuning,Decision Tree,2026-09-09T15:40:10.931469+00:00,2026-09-09T15:40:10.931484+00:00,0.0171988081347264,8,0.7,9,19,0.3247494141397725,0.0596916339938099,phase4_tuning,cv_trial,,,,,,
e91a5b4a,phase4_tuning,Decision Tree,2026-09-09T15:40:10.973261+00:00,2026-09-09T15:40:10.973279+00:00,0.0189777107450666,15,sqrt,9,27,0.4019870928454023,0.0594351035863209,phase4_tuning,cv_trial,,,,,,
68efaea0,phase4_tuning,Decision Tree,2026-09-09T15:40:11.007758+00:00,2026-09-09T15:40:11.007772+00:00,0.0019534422801276,16,0.5,7,9,0.2539362268220096,0.052050011946244,phase4_tuning,cv_trial,,,,,,
88ce8d4b,phase4_tuning,Decision Tree,2026-09-09T15:40:11.041537+00:00,2026-09-09T15:40:11.041552+00:00,0.0006877704223043,15,,4,5,0.1715050441104248,0.0585538011816148,phase4_tuning,cv_trial,,,,,,
944e819d,phase4_tuning,Decision Tree,2026-09-09T15:40:11.076267+00:00,2026-09-09T15:40:11.076280+00:00,0.0062342215217882,7,0.9,10,5,0.2896673362651465,0.0457625219016297,phase4_tuning,cv_trial,,,,,,
0f9c19e3,phase4_tuning,Decision Tree,2026-09-09T15:40:11.109768+00:00,2026-09-09T15:40:11.109782+00:00,0.0036970891105105,19,sqrt,12,35,0.3659692653585322,0.0301492333633188,phase4_tuning,cv_trial,,,,,,
791c7333,phase4_tuning,Decision Tree,2026-09-09T15:40:11.142665+00:00,2026-09-09T15:40:11.142679+00:00,0.0079030047200362,5,0.9,16,16,0.3259695048999548,0.0370879361252004,phase4_tuning,cv_trial,,,,,,
03103cbe,phase4_tuning,Decision Tree,2026-09-09T15:40:11.176075+00:00,2026-09-09T15:40:11.176089+00:00,0.0017698500410383,9,0.7,16,19,0.2874262111602124,0.0331383524593524,phase4_tuning,cv_trial,,,,,,
d272001b,phase4_tuning,Decision Tree,2026-09-09T15:40:11.209296+00:00,2026-09-09T15:40:11.209309+00:00,0.0107938426477815,14,,15,2,0.3456522764152144,0.0293360757843917,phase4_tuning,cv_trial,,,,,,
36ff7693,phase4_tuning,Decision Tree,2026-09-09T15:40:11.243454+00:00,2026-09-09T15:40:11.243467+00:00,0.0003127281348238,10,,12,9,0.2783843013370868,0.0353450434767223,phase4_tuning,cv_trial,,,,,,
64cb53c6,phase4_tuning,Decision Tree,2026-09-09T15:40:11.277467+00:00,2026-09-09T15:40:11.277479+00:00,0.000110442342472,12,log2,17,9,0.3623205812865278,0.0387745190664256,phase4_tuning,cv_trial,,,,,,
a0949e71,phase4_tuning,Decision Tree,2026-09-09T15:40:11.311007+00:00,2026-09-09T15:40:11.311021+00:00,0.0145801433608197,2,log2,5,29,0.5783237404341628,0.0123926527474804,phase4_tuning,cv_trial,,,,,,
23461389,phase4_tuning,Decision Tree,2026-09-09T15:40:11.343892+00:00,2026-09-09T15:40:11.343904+00:00,0.0172620685175118,9,0.5,2,34,0.3273469514207573,0.055953532780034,phase4_tuning,cv_trial,,,,,,
5450a5ad,phase4_tuning,Decision Tree,2026-09-09T15:40:11.377569+00:00,2026-09-09T15:40:11.377582+00:00,0.0012711670057204,6,log2,12,23,0.3972568038913205,0.0437094910257625,phase4_tuning,cv_trial,,,,,,
73343a84,phase4_tuning,Decision Tree,2026-09-09T15:40:11.411540+00:00,2026-09-09T15:40:11.411557+00:00,0.0177442548515265,2,log2,5,15,0.5783237404341628,0.0123926527474804,phase4_tuning,cv_trial,,,,,,
fcc09b96,phase4_tuning,Decision Tree,2026-09-09T15:40:11.445883+00:00,2026-09-09T15:40:11.445896+00:00,0.0169782764853216,6,sqrt,14,28,0.4330588056803123,0.0409887457105693,phase4_tuning,cv_trial,,,,,,
0c72b36d,phase4_tuning,Decision Tree,2026-09-09T15:40:11.481061+00:00,2026-09-09T15:40:11.481076+00:00,0.0104546565876398,16,sqrt,10,14,0.3667555089327766,0.0571204593713746,phase4_tuning,cv_trial,,,,,,
d57ff9e5,phase4_tuning,Decision Tree,2026-09-09T15:40:11.514897+00:00,2026-09-09T15:40:11.514916+00:00,0.0040343840467079,8,,4,31,0.2351540151732329,0.0370595048226071,phase4_tuning,cv_trial,,,,,,
d8da2c53,phase4_tuning,Decision Tree,2026-09-09T15:40:11.549533+00:00,2026-09-09T15:40:11.549546+00:00,0.0027866290881175,8,0.7,15,30,0.2982905130149229,0.0275078356796604,phase4_tuning,cv_trial,,,,,,
bb1a3f02,phase4_tuning,Decision Tree,2026-09-09T15:40:11.583738+00:00,2026-09-09T15:40:11.583752+00:00,0.0045759633098324,8,log2,19,23,0.381964933474283,0.033293111125711,phase4_tuning,cv_trial,,,,,,
12de412a,phase4_tuning,Decision Tree,2026-09-09T15:40:11.616696+00:00,2026-09-09T15:40:11.616711+00:00,0.0176093567803051,11,0.7,6,29,0.2996385860091247,0.0408746772332257,phase4_tuning,cv_trial,,,,,,
f3121315,phase4_tuning,Decision Tree,2026-09-09T15:40:11.650788+00:00,2026-09-09T15:40:11.650804+00:00,0.0160734415379822,13,0.5,11,29,0.3268057715616414,0.0361698946031143,phase4_tuning,cv_trial,,,,,,
85cc7a6a,phase4_tuning,Decision Tree,2026-09-09T15:40:11.684652+00:00,2026-09-09T15:40:11.684667+00:00,0.0071259567615394,2,,13,4,0.3049568009685879,0.0257559107997499,phase4_tuning,cv_trial,,,,,,
0f40ab17,phase4_tuning,Decision Tree,2026-09-09T15:40:11.718598+00:00,2026-09-09T15:40:11.718613+00:00,0.0001390426106238,9,log2,9,38,0.3623534466934549,0.0570170091367366,phase4_tuning,cv_trial,,,,,,
39bca837,phase4_tuning,Decision Tree,2026-09-09T15:40:11.752764+00:00,2026-09-09T15:40:11.752779+00:00,0.0138487206578054,11,0.5,15,33,0.3287412161916019,0.0414554074722656,phase4_tuning,cv_trial,,,,,,
a6e25b82,phase4_tuning,Decision Tree,2026-09-09T15:40:11.787306+00:00,2026-09-09T15:40:11.787319+00:00,0.0103758124348673,10,0.5,17,13,0.3293542711672931,0.0352404520368029,phase4_tuning,cv_trial,,,,,,
5b228de9,phase4_tuning,Decision Tree,2026-09-09T15:40:11.823258+00:00,2026-09-09T15:40:11.823271+00:00,0.0050356459165072,3,log2,17,38,0.4670815809966468,0.0518939277949853,phase4_tuning,cv_trial,,,,,,
eeb02140,phase4_tuning,Decision Tree,2026-09-09T15:40:11.857294+00:00,2026-09-09T15:40:11.857307+00:00,0.0056968098875493,18,log2,17,3,0.3717929986771569,0.0275958987731366,phase4_tuning,cv_trial,,,,,,
719a74da,phase4_tuning,Decision Tree,2026-09-09T15:40:11.890822+00:00,2026-09-09T15:40:11.890836+00:00,0.0100535804645772,6,,1,20,0.3030525307581183,0.0292771945258322,phase4_tuning,cv_trial,,,,,,
589ade18,phase4_tuning,Decision Tree,2026-09-09T15:40:11.924915+00:00,2026-09-09T15:40:11.924929+00:00,0.0136141090310953,13,sqrt,6,33,0.361104448733366,0.0349510422744814,phase4_tuning,cv_trial,,,,,,
83769702,phase4_tuning,Decision Tree,2026-09-09T15:40:11.962322+00:00,2026-09-09T15:40:11.962337+00:00,0.0118539344775878,12,log2,17,39,0.388429584287717,0.0377581573604019,phase4_tuning,cv_trial,,,,,,
8199c439,phase4_tuning,Decision Tree,2026-09-09T15:40:12.002512+00:00,2026-09-09T15:40:12.002527+00:00,0.007355662654385,3,0.9,11,17,0.3364148392979881,0.0307383923759634,phase4_tuning,cv_trial,,,,,,
7337a383,phase4_tuning,Decision Tree,2026-09-09T15:40:12.044413+00:00,2026-09-09T15:40:12.044427+00:00,0.0167060499117847,7,0.7,3,21,0.3220278586695471,0.0441843125391144,phase4_tuning,cv_trial,,,,,,
2de72756,phase4_tuning,Decision Tree,2026-09-09T15:40:12.080413+00:00,2026-09-09T15:40:12.080426+00:00,0.0065191781040376,5,log2,3,20,0.3611905707947233,0.0318988161308766,phase4_tuning,cv_trial,,,,,,
2c5db642,phase4_tuning,Decision Tree,2026-09-09T15:40:12.118045+00:00,2026-09-09T15:40:12.118059+00:00,0.0069733197458345,8,0.5,9,34,0.3235127678814739,0.0249327713136379,phase4_tuning,cv_trial,,,,,,
37f9c274,phase4_tuning,Decision Tree,2026-09-09T15:40:12.156635+00:00,2026-09-09T15:40:12.156649+00:00,0.0079514404217504,8,sqrt,8,2,0.3547723141411932,0.0633175137444909,phase4_tuning,cv_trial,,,,,,
55e98fe2,phase4_tuning,Decision Tree,2026-09-09T15:40:12.193722+00:00,2026-09-09T15:40:12.193736+00:00,0.0135138023407856,19,0.9,10,36,0.3301614084022433,0.0308339745266821,phase4_tuning,cv_trial,,,,,,
6a3baba5,phase4_tuning,Decision Tree,2026-09-09T15:40:12.230652+00:00,2026-09-09T15:40:12.230664+00:00,0.0045710004359459,17,sqrt,16,3,0.3802344312840833,0.0331416394296712,phase4_tuning,cv_trial,,,,,,
b5a3c923,phase4_tuning,Decision Tree,2026-09-09T15:40:12.268741+00:00,2026-09-09T15:40:12.268757+00:00,0.0199250739951584,13,0.7,5,33,0.320678900770267,0.0239213905642628,phase4_tuning,cv_trial,,,,,,
108ee708,phase4_tuning,Decision Tree,2026-09-09T15:40:12.305820+00:00,2026-09-09T15:40:12.305833+00:00,0.0126620291454653,10,,3,20,0.3080354680983702,0.0343905741497243,phase4_tuning,cv_trial,,,,,,
5682d93c,phase4_tuning,Decision Tree,2026-09-09T15:40:12.343042+00:00,2026-09-09T15:40:12.343057+00:00,0.0145191135774047,4,0.5,1,25,0.3107821810038305,0.0241712581167252,phase4_tuning,cv_trial,,,,,,
3e83583b,phase4_tuning,Decision Tree,2026-09-09T15:40:12.383123+00:00,2026-09-09T15:40:12.383137+00:00,0.0170185689753502,18,0.5,6,21,0.3302651611293788,0.0619036456846292,phase4_tuning,cv_trial,,,,,,
9e8aa549,phase4_tuning,Decision Tree,2026-09-09T15:40:12.423076+00:00,2026-09-09T15:40:12.423091+00:00,0.011613732428729,17,0.9,3,26,0.3026136635701603,0.0395988180221326,phase4_tuning,cv_trial,,,,,,
8fd7ce6a,phase4_tuning,Decision Tree,2026-09-09T15:40:12.460280+00:00,2026-09-09T15:40:12.460296+00:00,0.0001012316769243,15,sqrt,2,36,0.290674851047541,0.0520014914788768,phase4_tuning,cv_trial,,,,,,
d8ac25d4,phase4_tuning,Decision Tree,2026-09-09T15:40:12.498547+00:00,2026-09-09T15:40:12.498561+00:00,0.013039225190052,10,0.5,1,5,0.3207659904602433,0.0454645286669755,phase4_tuning,cv_trial,,,,,,
6d48b801,phase4_tuning,Decision Tree,2026-09-09T15:40:12.536165+00:00,2026-09-09T15:40:12.536179+00:00,0.004744981749936,17,0.5,8,8,0.3011155024368957,0.0396303586861864,phase4_tuning,cv_trial,,,,,,
3df04f42,phase4_tuning,Decision Tree,2026-09-09T15:40:12.571762+00:00,2026-09-09T15:40:12.571776+00:00,0.0144187984850425,2,0.5,19,23,0.3476753537132175,0.0330927663592437,phase4_tuning,cv_trial,,,,,,
705df2bb,phase4_tuning,Decision Tree,2026-09-09T15:40:12.607455+00:00,2026-09-09T15:40:12.607469+00:00,0.0053040473536345,15,0.9,6,39,0.2600059187123854,0.0522431860130627,phase4_tuning,cv_trial,,,,,,
33588463,phase4_tuning,Decision Tree,2026-09-09T15:40:12.642261+00:00,2026-09-09T15:40:12.642276+00:00,0.0078619544933352,9,log2,2,22,0.3905284860779333,0.0398557346919715,phase4_tuning,cv_trial,,,,,,
a6dc24d9,phase4_tuning,Decision Tree,2026-09-09T15:40:12.676294+00:00,2026-09-09T15:40:12.676308+00:00,0.0100527418621038,16,,5,20,0.3018019295075169,0.0311870263871542,phase4_tuning,cv_trial,,,,,,
6368f9c0,phase4_tuning,Decision Tree,2026-09-09T15:40:12.710539+00:00,2026-09-09T15:40:12.710552+00:00,0.0114400839841836,18,,12,29,0.3430298075955625,0.0270009227752594,phase4_tuning,cv_trial,,,,,,
cde1ae41,phase4_tuning,Decision Tree,2026-09-09T15:40:12.747688+00:00,2026-09-09T15:40:12.747703+00:00,0.0093988902798188,15,0.7,6,36,0.3134272203705152,0.022380101098512,phase4_tuning,cv_trial,,,,,,
75182e0d,phase4_tuning,Decision Tree,2026-09-09T15:40:12.786592+00:00,2026-09-09T15:40:12.786605+00:00,0.0149543754779482,6,0.7,17,32,0.3093939475998602,0.029508366154487,phase4_tuning,cv_trial,,,,,,
4d590653,phase4_tuning,Decision Tree,2026-09-09T15:40:12.826161+00:00,2026-09-09T15:40:12.826175+00:00,0.019272399541785,2,0.5,1,4,0.3476753537132175,0.0330927663592437,phase4_tuning,cv_trial,,,,,,
e41930bc,phase4_tuning,Decision Tree,2026-09-09T15:40:12.868435+00:00,2026-09-09T15:40:12.868447+00:00,0.0006877704223043,15,,4,5,,,phase4_tuning,best_of_search,0.216980976920992,0.3889235358064076,0.872757774823095,0.1715050441104248,,
605819ab,phase4_tuning,Random Forest,2026-09-09T15:41:50.020315+00:00,2026-09-09T15:41:50.020332+00:00,,22,0.7,15,9,0.3011397615449769,0.0361062875768487,phase4_tuning,cv_trial,,,,,True,120.0
af82fbcb,phase4_tuning,Random Forest,2026-09-09T15:41:50.054628+00:00,2026-09-09T15:41:50.054643+00:00,,28,log2,11,12,0.354638485479937,0.0272934082253559,phase4_tuning,cv_trial,,,,,True,187.0
a6f3bc68,phase4_tuning,Random Forest,2026-09-09T15:41:50.085300+00:00,2026-09-09T15:41:50.085312+00:00,,6,log2,2,25,0.3195519106887214,0.0281876676534565,phase4_tuning,cv_trial,,,,,True,591.0
870b7aa4,phase4_tuning,Random Forest,2026-09-09T15:41:50.115516+00:00,2026-09-09T15:41:50.115529+00:00,,8,sqrt,1,13,0.2376985589845476,0.0317897099718377,phase4_tuning,cv_trial,,,,,False,413.0
a03ce01e,phase4_tuning,Random Forest,2026-09-09T15:41:50.143644+00:00,2026-09-09T15:41:50.143656+00:00,,14,,17,28,0.2924502813533692,0.037410771623539,phase4_tuning,cv_trial,,,,,False,158.0
6dd9ee80,phase4_tuning,Random Forest,2026-09-09T15:41:50.172221+00:00,2026-09-09T15:41:50.172242+00:00,,12,0.5,16,16,0.3105207226199987,0.0328812878269367,phase4_tuning,cv_trial,,,,,True,289.0
bd865b8b,phase4_tuning,Random Forest,2026-09-09T15:41:50.201408+00:00,2026-09-09T15:41:50.201420+00:00,,17,log2,12,4,0.329403113893466,0.0288851525433848,phase4_tuning,cv_trial,,,,,False,584.0
588eeadc,phase4_tuning,Random Forest,2026-09-09T15:41:50.231091+00:00,2026-09-09T15:41:50.231103+00:00,,9,0.7,9,19,0.2824043574496774,0.0355651661994302,phase4_tuning,cv_trial,,,,,True,487.0
376440c7,phase4_tuning,Random Forest,2026-09-09T15:41:50.262258+00:00,2026-09-09T15:41:50.262272+00:00,,16,sqrt,9,27,0.3336301637514632,0.0294277917787227,phase4_tuning,cv_trial,,,,,True,664.0
e3ead37c,phase4_tuning,Random Forest,2026-09-09T15:41:50.292904+00:00,2026-09-09T15:41:50.292916+00:00,,22,0.5,15,8,0.2959104449624664,0.0312397086852301,phase4_tuning,cv_trial,,,,,False,527.0
5c4ef8ce,phase4_tuning,Random Forest,2026-09-09T15:41:50.324145+00:00,2026-09-09T15:41:50.324158+00:00,,10,log2,14,18,0.3799174700454631,0.0299835171557429,phase4_tuning,cv_trial,,,,,True,661.0
9050b627,phase4_tuning,Random Forest,2026-09-09T15:41:50.354301+00:00,2026-09-09T15:41:50.354314+00:00,,6,sqrt,6,5,0.2874851742055668,0.0295172232113008,phase4_tuning,cv_trial,,,,,False,576.0
ed1e9057,phase4_tuning,Random Forest,2026-09-09T15:41:50.385147+00:00,2026-09-09T15:41:50.385160+00:00,,20,sqrt,12,35,0.3553315533784904,0.0296009041668166,phase4_tuning,cv_trial,,,,,True,301.0
45817ed2,phase4_tuning,Random Forest,2026-09-09T15:41:50.416483+00:00,2026-09-09T15:41:50.416496+00:00,,6,0.5,8,22,0.2594052939065498,0.0375568757783826,phase4_tuning,cv_trial,,,,,False,437.0
71ca0581,phase4_tuning,Random Forest,2026-09-09T15:41:50.447238+00:00,2026-09-09T15:41:50.447251+00:00,,23,sqrt,13,30,0.3583702859803396,0.0325060854831773,phase4_tuning,cv_trial,,,,,True,114.0
aeb1f8f1,phase4_tuning,Random Forest,2026-09-09T15:41:50.477854+00:00,2026-09-09T15:41:50.477867+00:00,,3,,7,10,0.2958430373828983,0.0339682503864461,phase4_tuning,cv_trial,,,,,True,443.0
154e7c3c,phase4_tuning,Random Forest,2026-09-09T15:41:50.508038+00:00,2026-09-09T15:41:50.508050+00:00,,14,log2,19,18,0.4108066631271826,0.0336488055332234,phase4_tuning,cv_trial,,,,,True,491.0
ef8f8465,phase4_tuning,Random Forest,2026-09-09T15:41:50.537644+00:00,2026-09-09T15:41:50.537656+00:00,,5,,5,29,0.2600952705870276,0.038136408743248,phase4_tuning,cv_trial,,,,,True,234.0
570369e3,phase4_tuning,Random Forest,2026-09-09T15:41:50.571107+00:00,2026-09-09T15:41:50.571120+00:00,,10,0.5,2,34,0.2720829623194256,0.0329786576380151,phase4_tuning,cv_trial,,,,,True,147.0
f9424ee2,phase4_tuning,Random Forest,2026-09-09T15:41:50.603342+00:00,2026-09-09T15:41:50.603354+00:00,,25,0.7,3,23,0.2472210174768148,0.0382723077144511,phase4_tuning,cv_trial,,,,,True,646.0
50fa7bb9,phase4_tuning,Random Forest,2026-09-09T15:41:50.635428+00:00,2026-09-09T15:41:50.635441+00:00,,5,0.7,15,15,0.301377540351198,0.0351817318186816,phase4_tuning,cv_trial,,,,,True,742.0
b7ff42ac,phase4_tuning,Random Forest,2026-09-09T15:41:50.666771+00:00,2026-09-09T15:41:50.666784+00:00,,7,sqrt,14,28,0.3563111687134391,0.0301476797617531,phase4_tuning,cv_trial,,,,,True,492.0
3b143841,phase4_tuning,Random Forest,2026-09-09T15:41:50.698069+00:00,2026-09-09T15:41:50.698081+00:00,,17,sqrt,10,14,0.3343037184623993,0.0305680807506748,phase4_tuning,cv_trial,,,,,True,790.0
63a75f36,phase4_tuning,Random Forest,2026-09-09T15:41:50.727813+00:00,2026-09-09T15:41:50.727824+00:00,,9,,4,31,0.2541749251322391,0.0385758284585469,phase4_tuning,cv_trial,,,,,True,584.0
3045f504,phase4_tuning,Random Forest,2026-09-09T15:41:50.758190+00:00,2026-09-09T15:41:50.758202+00:00,,9,0.7,15,30,0.3013995995195088,0.0361687626141373,phase4_tuning,cv_trial,,,,,True,135.0
4b92ecc2,phase4_tuning,Random Forest,2026-09-09T15:41:50.790055+00:00,2026-09-09T15:41:50.790068+00:00,,9,log2,19,23,0.4086758471848101,0.0334088832492871,phase4_tuning,cv_trial,,,,,True,677.0
1cdcc5c9,phase4_tuning,Random Forest,2026-09-09T15:41:50.821554+00:00,2026-09-09T15:41:50.821567+00:00,,15,,6,29,0.2288029967520243,0.04073680180382,phase4_tuning,cv_trial,,,,,False,127.0
0e4bca09,phase4_tuning,Random Forest,2026-09-09T15:41:50.852399+00:00,2026-09-09T15:41:50.852411+00:00,,14,0.5,11,29,0.2830397186188821,0.0359926083818663,phase4_tuning,cv_trial,,,,,False,572.0
c61dcf3d,phase4_tuning,Random Forest,2026-09-09T15:41:50.883741+00:00,2026-09-09T15:41:50.883753+00:00,,3,,13,4,0.315913652368056,0.0304147951632032,phase4_tuning,cv_trial,,,,,True,458.0
0f743ea7,phase4_tuning,Random Forest,2026-09-09T15:41:50.915315+00:00,2026-09-09T15:41:50.915328+00:00,,10,log2,9,38,0.3286509384712254,0.0300655277925684,phase4_tuning,cv_trial,,,,,False,324.0
c6c521ac,phase4_tuning,Random Forest,2026-09-09T15:41:50.948055+00:00,2026-09-09T15:41:50.948070+00:00,,12,0.5,15,33,0.3094431926491549,0.0329190350552214,phase4_tuning,cv_trial,,,,,True,707.0
bf6fc441,phase4_tuning,Random Forest,2026-09-09T15:41:50.983393+00:00,2026-09-09T15:41:50.983408+00:00,,11,0.5,17,13,0.3024117934533311,0.031053715758599,phase4_tuning,cv_trial,,,,,False,609.0
fa556281,phase4_tuning,Random Forest,2026-09-09T15:41:51.018059+00:00,2026-09-09T15:41:51.018075+00:00,,4,log2,17,38,0.4025538979469852,0.0333746451080924,phase4_tuning,cv_trial,,,,,True,724.0
da828460,phase4_tuning,Random Forest,2026-09-09T15:41:51.053294+00:00,2026-09-09T15:41:51.053309+00:00,,19,log2,17,3,0.3601536690861455,0.0299571819500346,phase4_tuning,cv_trial,,,,,False,741.0
44696fdc,phase4_tuning,Random Forest,2026-09-09T15:41:51.087443+00:00,2026-09-09T15:41:51.087458+00:00,,24,0.7,1,2,0.1477229404377953,0.0464697836668406,phase4_tuning,cv_trial,,,,,False,502.0
8196f44c,phase4_tuning,Random Forest,2026-09-09T15:41:51.121611+00:00,2026-09-09T15:41:51.121627+00:00,,4,0.7,12,27,0.2973224096401609,0.0311710788376431,phase4_tuning,cv_trial,,,,,False,771.0
0bfd2910,phase4_tuning,Random Forest,2026-09-09T15:41:51.156618+00:00,2026-09-09T15:41:51.156633+00:00,,25,0.5,11,18,0.2777031840316124,0.0365437362480353,phase4_tuning,cv_trial,,,,,False,393.0
ce6e4a16,phase4_tuning,Random Forest,2026-09-09T15:41:51.191499+00:00,2026-09-09T15:41:51.191514+00:00,,7,0.5,2,7,0.1817445433255238,0.0406251289791314,phase4_tuning,cv_trial,,,,,False,610.0
756aac20,phase4_tuning,Random Forest,2026-09-09T15:41:51.225158+00:00,2026-09-09T15:41:51.225173+00:00,,18,,9,7,0.253237320823927,0.04950641330472,phase4_tuning,cv_trial,,,,,False,563.0
2f9ec23e,phase4_tuning,Random Forest,2026-09-09T15:41:51.259184+00:00,2026-09-09T15:41:51.259198+00:00,,5,0.5,4,20,0.2631558672553389,0.0333783488031875,phase4_tuning,cv_trial,,,,,True,445.0
99e88124,phase4_tuning,Random Forest,2026-09-09T15:41:51.296140+00:00,2026-09-09T15:41:51.296155+00:00,,21,0.5,7,34,0.2937536214126194,0.0339940335783062,phase4_tuning,cv_trial,,,,,True,739.0
ece58054,phase4_tuning,Random Forest,2026-09-09T15:41:51.331795+00:00,2026-09-09T15:41:51.331808+00:00,,20,,11,29,0.2914152455245583,0.0392181086692003,phase4_tuning,cv_trial,,,,,True,572.0
d24f1848,phase4_tuning,Random Forest,2026-09-09T15:41:51.366546+00:00,2026-09-09T15:41:51.366561+00:00,,25,sqrt,3,8,0.2245913590250109,0.0352970063529685,phase4_tuning,cv_trial,,,,,False,243.0
1e4f9a36,phase4_tuning,Random Forest,2026-09-09T15:41:51.401226+00:00,2026-09-09T15:41:51.401239+00:00,,18,,17,3,0.2925368087733249,0.0374291575197487,phase4_tuning,cv_trial,,,,,False,403.0
95bbf12b,phase4_tuning,Random Forest,2026-09-09T15:41:51.435118+00:00,2026-09-09T15:41:51.435133+00:00,,14,0.7,5,33,0.2460558719883901,0.0372879525853599,phase4_tuning,cv_trial,,,,,False,108.0
4cb956fd,phase4_tuning,Random Forest,2026-09-09T15:41:51.469608+00:00,2026-09-09T15:41:51.469623+00:00,,5,log2,16,17,0.3963899153151892,0.0320745358367162,phase4_tuning,cv_trial,,,,,True,230.0
0f29d5c8,phase4_tuning,Random Forest,2026-09-09T15:41:51.504130+00:00,2026-09-09T15:41:51.504143+00:00,,26,,11,9,0.2675501560567577,0.0460378561135682,phase4_tuning,cv_trial,,,,,False,519.0
b4ab620d,phase4_tuning,Random Forest,2026-09-09T15:41:51.535843+00:00,2026-09-09T15:41:51.535856+00:00,,10,0.5,3,26,0.2340619308234846,0.0411971683305848,phase4_tuning,cv_trial,,,,,False,198.0
a1fa6a55,phase4_tuning,Random Forest,2026-09-09T15:41:51.567683+00:00,2026-09-09T15:41:51.567701+00:00,,20,sqrt,2,36,0.3166237844948429,0.028378581961099,phase4_tuning,cv_trial,,,,,True,780.0
749d1e00,phase4_tuning,Random Forest,2026-09-09T15:41:51.601382+00:00,2026-09-09T15:41:51.601395+00:00,,3,0.5,1,15,0.2942357408476617,0.0335797464415537,phase4_tuning,cv_trial,,,,,False,376.0
27495faf,phase4_tuning,Random Forest,2026-09-09T15:41:51.635057+00:00,2026-09-09T15:41:51.635071+00:00,,22,log2,17,34,0.3594063800279052,0.0298893885563878,phase4_tuning,cv_trial,,,,,False,787.0
41d9d4ba,phase4_tuning,Random Forest,2026-09-09T15:41:51.668662+00:00,2026-09-09T15:41:51.668676+00:00,,29,log2,14,31,0.3436334931118506,0.0293650626087147,phase4_tuning,cv_trial,,,,,False,137.0
53cf70c9,phase4_tuning,Random Forest,2026-09-09T15:41:51.702413+00:00,2026-09-09T15:41:51.702426+00:00,,15,log2,8,28,0.3156918214450254,0.0294443193611546,phase4_tuning,cv_trial,,,,,False,126.0
26333c9a,phase4_tuning,Random Forest,2026-09-09T15:41:51.736076+00:00,2026-09-09T15:41:51.736091+00:00,,23,,15,34,0.2870737407769204,0.0384866820658292,phase4_tuning,cv_trial,,,,,False,552.0
743ddbb4,phase4_tuning,Random Forest,2026-09-09T15:41:51.769790+00:00,2026-09-09T15:41:51.769805+00:00,,18,log2,4,36,0.3059634306154079,0.0287922290152957,phase4_tuning,cv_trial,,,,,False,291.0
98ed1402,phase4_tuning,Random Forest,2026-09-09T15:41:51.804711+00:00,2026-09-09T15:41:51.804726+00:00,,19,0.5,14,7,0.3068099939104557,0.0317041719327336,phase4_tuning,cv_trial,,,,,True,198.0
